,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
181,13031,74260,Female,Loyal Customer,54,Business travel,Business,3325,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,39.0,satisfied
182,25862,126712,Female,Loyal Customer,60,Business travel,Business,2370,1,1,1,1,3,3,5,4,4,4,4,5,4,4,0,12.0,satisfied
183,3307,99571,Male,Loyal Customer,45,Business travel,Business,3146,5,5,4,5,5,4,4,4,4,4,4,3,4,4,0,4.0,satisfied
184,17825,81730,Female,Loyal Customer,47,Business travel,Business,1416,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
185,9828,61589,Female,Loyal Customer,58,Business travel,Business,1635,4,4,5,4,5,4,5,5,5,5,5,4,5,4,0,0.0,satisfied
186,940,49440,Female,Loyal Customer,54,Business travel,Eco,308,5,5,5,5,1,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
187,25018,54050,Male,Loyal Customer,41,Business travel,Business,1416,3,3,4,3,4,1,5,3,3,3,3,1,3,5,0,2.0,satisfied
188,16145,45465,Male,Loyal Customer,34,Business travel,Business,3290,5,5,5,5,2,3,3,4,4,5,4,4,4,4,29,19.0,satisfied
189,13745,2691,Male,Loyal Customer,38,Business travel,Business,562,3,3,3,3,2,1,2,3,3,2,3,2,3,2,44,36.0,neutral or dissatisfied
190,20479,65412,Female,Loyal Customer,49,Business travel,Business,631,2,2,2,2,5,5,4,5,5,5,5,5,5,3,1,0.0,satisfied
191,25671,40558,Male,disloyal Customer,22,Business travel,Eco,517,4,3,4,4,2,4,2,2,5,2,4,5,2,2,0,0.0,satisfied
192,19176,111654,Male,Loyal Customer,36,Personal Travel,Eco Plus,1558,4,5,4,3,1,4,1,1,4,4,4,5,4,1,26,32.0,neutral or dissatisfied
193,4627,123025,Male,disloyal Customer,37,Business travel,Business,650,1,1,1,5,4,1,4,4,4,5,4,4,4,4,2,3.0,neutral or dissatisfied
194,15322,34851,Female,disloyal Customer,37,Business travel,Eco,1826,2,2,2,3,2,4,4,5,2,3,1,4,1,4,119,135.0,neutral or dissatisfied
195,13713,109737,Female,Loyal Customer,64,Personal Travel,Eco,534,3,1,2,4,2,4,4,3,3,2,3,1,3,2,2,0.0,neutral or dissatisfied
196,22342,112733,Male,Loyal Customer,43,Personal Travel,Eco,672,2,4,2,1,3,2,3,3,5,4,5,4,4,3,8,0.0,neutral or dissatisfied
197,12335,81099,Female,Loyal Customer,48,Business travel,Business,991,4,4,4,4,3,4,5,5,5,5,5,5,5,5,0,0.0,satisfied
198,1279,37388,Female,Loyal Customer,32,Business travel,Business,3880,3,3,3,3,5,5,5,3,2,5,1,5,2,5,146,171.0,satisfied
199,9309,99186,Male,Loyal Customer,46,Personal Travel,Eco,351,3,4,3,3,3,3,3,3,5,4,4,4,5,3,0,0.0,neutral or dissatisfied
200,11082,58685,Male,Loyal Customer,56,Business travel,Business,1896,3,3,3,3,2,4,4,4,4,5,4,3,4,5,2,2.0,satisfied
201,24230,48592,Female,Loyal Customer,21,Personal Travel,Eco,916,1,5,2,4,2,2,3,2,4,2,4,1,5,2,0,5.0,neutral or dissatisfied
202,11951,7131,Male,Loyal Customer,50,Business travel,Business,1526,2,2,2,2,3,5,5,3,3,4,5,3,3,5,0,22.0,satisfied
203,22662,109789,Male,disloyal Customer,25,Business travel,Eco,1052,2,1,1,2,5,1,5,5,4,2,4,3,5,5,24,12.0,neutral or dissatisfied
204,10312,77786,Male,Loyal Customer,39,Personal Travel,Eco,731,2,2,2,4,3,2,3,3,2,5,3,3,3,3,4,0.0,neutral or dissatisfied
205,24462,27587,Male,Loyal Customer,48,Personal Travel,Eco,679,3,5,3,1,3,3,3,3,3,4,5,5,4,3,1,0.0,neutral or dissatisfied
206,10797,81478,Male,Loyal Customer,12,Business travel,Eco,528,4,3,3,3,4,4,3,4,4,4,4,2,4,4,0,19.0,neutral or dissatisfied
207,12101,128936,Female,Loyal Customer,41,Business travel,Business,2273,3,3,1,3,3,5,5,5,5,4,5,3,5,4,0,0.0,satisfied
208,22019,123853,Male,Loyal Customer,55,Business travel,Eco,544,3,3,3,3,3,3,3,3,3,5,2,3,3,3,0,11.0,neutral or dissatisfied
209,3648,69626,Female,Loyal Customer,50,Personal Travel,Eco Plus,2446,2,5,2,2,2,3,3,3,4,3,5,3,4,3,0,0.0,neutral or dissatisfied
210,3946,101241,Male,Loyal Customer,48,Business travel,Eco,1587,3,3,3,3,3,3,3,3,2,1,3,3,4,3,21,11.0,neutral or dissatisfied
211,13700,38619,Female,Loyal Customer,42,Business travel,Business,2704,3,3,3,3,4,4,4,4,4,3,5,4,4,4,149,134.0,satisfied
212,4008,38648,Male,disloyal Customer,27,Business travel,Eco,1460,2,2,2,4,4,2,4,4,5,3,5,2,3,4,0,0.0,neutral or dissatisfied
213,11349,98569,Female,Loyal Customer,53,Business travel,Business,951,4,4,3,4,5,5,4,4,4,5,4,3,4,3,0,0.0,satisfied
214,9069,86720,Male,Loyal Customer,79,Business travel,Eco,247,4,1,1,1,5,4,5,5,4,3,4,3,5,5,0,0.0,satisfied
215,8585,80825,Female,disloyal Customer,33,Business travel,Business,692,3,3,3,4,1,3,1,1,5,4,5,4,4,1,0,0.0,neutral or dissatisfied
216,2012,39478,Male,Loyal Customer,26,Business travel,Business,3376,3,3,3,3,3,3,3,3,4,3,4,4,3,3,56,49.0,neutral or dissatisfied
217,3424,4957,Female,Loyal Customer,42,Business travel,Business,2712,4,5,4,4,4,5,5,4,4,3,4,4,4,3,0,0.0,satisfied
218,10092,65378,Female,Loyal Customer,48,Business travel,Business,1892,2,2,2,2,2,3,2,4,4,4,4,1,4,4,4,6.0,satisfied
219,24715,58285,Female,Loyal Customer,7,Personal Travel,Eco,678,3,5,3,3,3,3,3,3,4,4,5,4,4,3,5,0.0,neutral or dissatisfied
220,10138,34468,Female,Loyal Customer,49,Business travel,Business,1982,5,5,5,5,1,3,1,5,5,5,5,3,5,4,17,5.0,satisfied
221,10240,103860,Female,Loyal Customer,33,Personal Travel,Eco,882,5,5,5,4,4,5,5,4,4,1,5,5,3,4,0,6.0,satisfied
222,23295,114233,Female,Loyal Customer,13,Business travel,Business,850,2,5,2,5,2,2,2,2,2,4,4,2,4,2,6,6.0,neutral or dissatisfied
223,22359,118552,Male,disloyal Customer,29,Business travel,Business,651,2,2,2,1,4,2,5,4,3,4,5,3,5,4,23,21.0,neutral or dissatisfied
224,19685,53031,Male,Loyal Customer,49,Business travel,Eco,1208,4,5,5,5,4,4,4,4,4,4,2,4,3,4,0,0.0,satisfied
225,2762,89283,Female,Loyal Customer,38,Business travel,Business,3174,2,2,2,2,2,3,3,2,2,2,2,3,2,3,0,0.0,neutral or dissatisfied
226,17159,98798,Female,Loyal Customer,58,Personal Travel,Eco,630,2,1,2,4,3,3,3,4,4,2,4,1,4,2,17,4.0,neutral or dissatisfied
227,4832,116311,Female,Loyal Customer,70,Personal Travel,Eco,447,1,4,2,2,1,4,2,5,5,2,5,1,5,1,13,10.0,neutral or dissatisfied
228,6107,112764,Female,Loyal Customer,59,Business travel,Business,3812,4,4,4,4,5,4,4,4,4,4,4,3,4,5,84,72.0,satisfied
229,23459,75680,Male,disloyal Customer,25,Business travel,Business,868,4,1,5,4,4,5,4,4,2,4,4,4,3,4,8,19.0,neutral or dissatisfied
230,16849,85036,Female,disloyal Customer,13,Business travel,Eco,1126,4,4,4,4,2,4,2,2,2,4,3,4,4,2,26,21.0,neutral or dissatisfied
231,2083,117675,Male,disloyal Customer,31,Business travel,Business,1814,1,1,1,2,1,1,1,1,3,2,4,3,5,1,0,0.0,neutral or dissatisfied
232,20227,111433,Female,Loyal Customer,47,Personal Travel,Eco Plus,896,3,5,3,1,3,5,5,1,1,3,1,4,1,4,0,5.0,neutral or dissatisfied
233,8149,20901,Female,Loyal Customer,49,Business travel,Business,689,2,2,2,2,2,2,2,2,4,2,3,2,3,2,138,128.0,neutral or dissatisfied
234,14604,11543,Male,Loyal Customer,48,Business travel,Business,772,1,1,1,1,5,5,5,5,5,5,5,3,5,4,0,0.0,satisfied
235,22570,76938,Female,Loyal Customer,41,Business travel,Business,1727,1,1,1,1,2,4,5,5,5,5,5,5,5,4,0,0.0,satisfied
236,25286,81101,Female,Loyal Customer,54,Business travel,Business,3988,1,1,1,1,5,4,4,4,4,5,4,4,4,4,9,31.0,satisfied
237,24028,16911,Male,Loyal Customer,29,Personal Travel,Eco,746,1,5,1,1,1,1,1,1,3,2,4,4,5,1,0,0.0,neutral or dissatisfied
238,1236,62166,Female,disloyal Customer,62,Business travel,Eco,912,2,2,2,2,2,2,5,2,1,3,2,4,3,2,88,53.0,neutral or dissatisfied
239,3829,75389,Female,Loyal Customer,48,Business travel,Business,2585,1,1,3,1,5,5,5,2,2,2,2,3,2,4,0,0.0,satisfied
240,19168,33722,Female,Loyal Customer,50,Personal Travel,Eco,899,2,3,2,3,5,4,3,1,1,2,1,3,1,2,0,0.0,neutral or dissatisfied
241,22794,116625,Female,Loyal Customer,73,Business travel,Eco Plus,390,3,5,5,5,5,3,4,3,3,3,3,4,3,2,9,2.0,neutral or dissatisfied
242,11989,40031,Male,Loyal Customer,19,Personal Travel,Eco,525,2,2,5,3,3,5,3,3,4,1,3,2,4,3,0,0.0,neutral or dissatisfied
243,24930,2056,Female,Loyal Customer,57,Business travel,Business,2729,2,2,2,2,2,5,4,4,4,4,4,3,4,4,13,6.0,satisfied
244,23122,128505,Male,Loyal Customer,49,Personal Travel,Eco,338,2,2,2,4,3,2,3,3,4,3,4,4,4,3,1,0.0,neutral or dissatisfied
245,12345,2938,Female,Loyal Customer,42,Business travel,Business,835,3,3,3,3,4,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
246,9085,8717,Male,Loyal Customer,55,Personal Travel,Eco,280,3,4,3,4,3,3,3,3,3,4,3,1,3,3,52,63.0,neutral or dissatisfied
247,23091,49382,Female,disloyal Customer,36,Business travel,Eco,337,2,4,2,4,3,2,4,3,1,4,2,5,4,3,1,0.0,neutral or dissatisfied
248,2280,62799,Female,Loyal Customer,15,Personal Travel,Eco,2338,0,4,0,3,4,0,3,4,2,3,3,2,3,4,0,5.0,satisfied
249,16476,9087,Male,Loyal Customer,57,Personal Travel,Eco,173,1,1,0,3,5,0,3,5,4,3,3,2,3,5,0,26.0,neutral or dissatisfied
250,11078,1457,Male,Loyal Customer,37,Business travel,Business,695,2,4,4,4,4,3,3,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
251,10757,15199,Female,Loyal Customer,44,Personal Travel,Eco,461,2,4,2,4,4,4,3,5,5,2,5,2,5,2,0,0.0,neutral or dissatisfied
252,22945,116292,Female,Loyal Customer,18,Personal Travel,Eco,480,1,3,1,3,5,1,5,5,1,2,3,3,4,5,1,0.0,neutral or dissatisfied
253,9009,61935,Male,Loyal Customer,39,Business travel,Business,2584,2,2,2,2,5,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
254,5652,81137,Female,Loyal Customer,57,Business travel,Business,3114,3,3,3,3,4,4,4,5,5,5,5,5,5,5,2,0.0,satisfied
255,22491,119274,Female,Loyal Customer,42,Business travel,Business,214,2,2,5,2,4,5,5,5,5,5,4,4,5,3,0,0.0,satisfied
256,1700,49979,Male,Loyal Customer,34,Business travel,Business,304,1,5,5,5,3,2,2,1,1,1,1,4,1,4,0,0.0,neutral or dissatisfied
257,14220,22025,Female,disloyal Customer,24,Business travel,Eco,448,4,5,4,2,2,4,2,2,1,4,5,3,1,2,0,0.0,satisfied
258,22915,34435,Female,Loyal Customer,52,Business travel,Business,2422,5,5,5,5,5,4,4,4,5,5,4,4,5,4,25,29.0,satisfied
259,25078,8400,Male,disloyal Customer,62,Personal Travel,Eco,888,2,3,2,4,3,2,1,3,2,3,4,1,4,3,0,0.0,neutral or dissatisfied
260,6845,64868,Male,disloyal Customer,23,Business travel,Eco,247,2,1,2,3,4,2,4,4,3,4,2,4,2,4,0,0.0,neutral or dissatisfied
261,2089,88680,Female,Loyal Customer,31,Personal Travel,Eco,444,2,4,2,3,1,2,1,1,4,1,2,3,1,1,0,0.0,neutral or dissatisfied
262,20132,73521,Male,Loyal Customer,49,Business travel,Business,594,3,3,3,3,4,4,4,4,4,4,4,5,4,3,29,20.0,satisfied
263,9975,34839,Female,Loyal Customer,24,Personal Travel,Eco Plus,264,2,5,2,2,2,2,2,2,4,2,1,5,2,2,15,9.0,neutral or dissatisfied
264,5431,59470,Female,Loyal Customer,45,Business travel,Business,758,4,4,4,4,4,5,5,5,5,5,5,3,5,4,0,3.0,satisfied
265,2881,128757,Male,Loyal Customer,31,Business travel,Business,1956,4,4,4,4,4,4,4,4,5,2,5,5,4,4,0,5.0,satisfied
266,23979,128649,Female,Loyal Customer,69,Personal Travel,Eco Plus,954,3,5,3,5,2,4,5,5,5,3,5,3,5,5,0,0.0,neutral or dissatisfied
267,15799,7471,Female,disloyal Customer,21,Business travel,Business,110,2,4,2,3,5,2,5,5,1,4,3,4,3,5,5,2.0,neutral or dissatisfied
268,10173,28351,Female,Loyal Customer,17,Personal Travel,Eco,867,4,3,4,2,4,4,4,4,4,3,5,4,2,4,0,0.0,neutral or dissatisfied
269,22078,56677,Female,Loyal Customer,69,Personal Travel,Eco,937,4,4,4,3,2,3,3,3,3,4,3,2,3,3,1,17.0,neutral or dissatisfied
270,10165,118265,Female,Loyal Customer,48,Business travel,Eco Plus,1972,3,2,4,4,4,2,3,3,3,3,3,3,3,2,59,58.0,neutral or dissatisfied
271,4759,69315,Male,disloyal Customer,26,Business travel,Business,944,3,3,3,2,5,3,5,5,3,2,4,3,5,5,0,6.0,neutral or dissatisfied
272,7948,111082,Male,Loyal Customer,60,Personal Travel,Eco,197,3,4,3,5,3,3,1,3,5,4,5,3,5,3,0,0.0,neutral or dissatisfied
273,13439,58810,Female,Loyal Customer,18,Personal Travel,Eco,1012,2,4,1,3,3,1,3,3,3,5,4,1,3,3,0,4.0,neutral or dissatisfied
274,15115,67960,Male,Loyal Customer,41,Business travel,Business,1464,5,5,5,5,2,5,4,4,4,4,4,5,4,4,4,0.0,satisfied
275,22881,8540,Male,Loyal Customer,60,Business travel,Business,308,1,1,1,1,2,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
276,24883,112262,Female,Loyal Customer,47,Business travel,Business,1546,3,4,4,4,4,4,4,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
277,15055,37737,Male,Loyal Customer,16,Personal Travel,Eco,944,1,2,1,2,2,1,2,2,2,1,2,3,2,2,0,0.0,neutral or dissatisfied
278,24296,90685,Female,Loyal Customer,52,Business travel,Business,1530,2,2,2,2,3,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
279,7691,11282,Female,Loyal Customer,67,Personal Travel,Eco,74,3,1,3,4,4,3,3,4,4,3,4,1,4,3,0,0.0,neutral or dissatisfied
280,14018,94690,Female,disloyal Customer,40,Business travel,Business,273,1,1,1,4,1,1,1,1,2,3,4,1,3,1,0,0.0,neutral or dissatisfied
281,21914,30389,Male,Loyal Customer,17,Personal Travel,Eco,862,3,5,3,1,3,3,2,3,3,4,5,3,5,3,0,4.0,neutral or dissatisfied
282,5134,67804,Female,disloyal Customer,25,Business travel,Eco,1235,2,2,2,3,2,2,2,2,3,1,5,5,5,2,3,1.0,neutral or dissatisfied
283,10992,61015,Male,Loyal Customer,34,Business travel,Business,3365,3,3,3,3,4,4,4,3,5,5,4,4,5,4,0,40.0,satisfied
284,24585,13269,Female,Loyal Customer,50,Personal Travel,Eco,468,3,2,3,4,3,3,4,2,5,4,3,4,1,4,243,262.0,neutral or dissatisfied
285,3283,38117,Female,Loyal Customer,48,Business travel,Business,2748,1,5,5,5,1,4,4,1,1,1,1,2,1,4,77,68.0,neutral or dissatisfied
286,6025,100383,Female,Loyal Customer,17,Personal Travel,Eco,1052,1,4,0,1,2,0,2,2,3,4,5,5,5,2,0,4.0,neutral or dissatisfied
287,23478,7846,Female,Loyal Customer,44,Business travel,Business,3830,4,4,4,4,4,5,5,5,5,5,5,5,5,4,0,0.0,satisfied
288,10398,112819,Female,disloyal Customer,44,Business travel,Business,1164,4,4,4,5,3,4,3,3,3,2,5,5,5,3,10,0.0,neutral or dissatisfied
289,15155,47961,Male,Loyal Customer,45,Personal Travel,Eco,550,3,0,3,2,3,3,3,3,4,5,4,3,5,3,0,0.0,neutral or dissatisfied
290,18686,58362,Male,Loyal Customer,43,Personal Travel,Eco,599,4,5,4,5,4,4,4,4,3,1,2,5,1,4,12,0.0,satisfied
291,25314,47548,Female,Loyal Customer,34,Business travel,Eco Plus,501,0,0,0,1,4,0,5,4,3,3,1,1,3,4,0,0.0,satisfied
292,11088,14423,Female,Loyal Customer,8,Personal Travel,Eco,693,3,5,3,3,3,3,3,3,5,3,4,5,4,3,28,44.0,neutral or dissatisfied
293,8699,33044,Male,Loyal Customer,40,Personal Travel,Eco,102,4,5,4,4,3,4,3,3,5,2,4,4,5,3,0,0.0,neutral or dissatisfied
294,22119,65885,Male,Loyal Customer,50,Personal Travel,Eco Plus,1389,1,5,1,3,4,1,4,4,5,1,1,5,4,4,20,7.0,neutral or dissatisfied
295,8864,125611,Female,Loyal Customer,59,Business travel,Business,2001,4,4,5,4,2,5,5,5,5,5,5,4,5,4,6,16.0,satisfied
296,16265,63443,Female,Loyal Customer,27,Personal Travel,Eco,337,2,4,2,1,5,2,5,5,3,4,4,5,5,5,85,81.0,neutral or dissatisfied
297,8313,29252,Female,disloyal Customer,29,Business travel,Eco,859,3,2,2,3,1,2,1,1,2,5,4,4,4,1,1,0.0,neutral or dissatisfied
298,6138,46546,Female,Loyal Customer,53,Business travel,Business,2299,5,5,5,5,4,2,1,4,4,4,4,1,4,4,8,5.0,satisfied
299,18329,29709,Female,Loyal Customer,33,Business travel,Business,2304,5,5,5,5,4,3,1,4,4,5,4,2,4,2,16,10.0,satisfied
300,17620,13818,Female,Loyal Customer,24,Business travel,Business,2604,5,5,1,5,5,4,5,5,3,1,2,3,3,5,9,9.0,satisfied
301,9358,12615,Female,Loyal Customer,45,Business travel,Business,1843,2,1,1,1,5,2,2,2,2,2,2,1,2,1,75,65.0,neutral or dissatisfied
302,6237,128978,Male,Loyal Customer,49,Personal Travel,Eco,414,2,5,2,2,1,2,1,1,5,2,3,1,2,1,0,0.0,neutral or dissatisfied
303,895,64202,Female,Loyal Customer,31,Business travel,Business,2436,1,1,3,1,1,1,1,1,4,4,3,1,4,1,0,0.0,neutral or dissatisfied
304,20621,101417,Male,Loyal Customer,55,Business travel,Business,2324,4,4,5,4,2,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
305,21391,26037,Female,Loyal Customer,35,Business travel,Eco,432,5,2,2,2,5,5,5,5,2,1,3,5,4,5,100,95.0,satisfied
306,20704,96623,Female,disloyal Customer,39,Business travel,Business,937,2,2,2,3,3,2,3,3,4,5,5,5,5,3,36,21.0,neutral or dissatisfied
307,17982,45137,Male,Loyal Customer,56,Business travel,Eco,174,4,3,3,3,4,4,4,4,5,4,1,4,1,4,0,0.0,satisfied
308,19694,25188,Male,disloyal Customer,24,Business travel,Eco,577,2,1,2,3,4,2,2,4,3,4,2,1,2,4,1,5.0,neutral or dissatisfied
309,17437,75619,Male,Loyal Customer,30,Personal Travel,Eco,337,4,2,4,3,5,4,5,5,1,5,4,3,3,5,0,0.0,neutral or dissatisfied
310,3501,134,Female,Loyal Customer,33,Business travel,Business,227,1,1,1,1,5,4,5,5,5,5,5,4,5,5,56,57.0,satisfied
311,7458,101289,Male,Loyal Customer,39,Business travel,Business,444,4,3,4,4,5,5,4,3,3,4,3,5,3,4,0,0.0,satisfied
312,2810,127287,Female,Loyal Customer,46,Personal Travel,Eco,1107,1,4,1,3,3,4,4,4,4,1,4,3,4,3,0,0.0,neutral or dissatisfied
313,14437,51901,Male,disloyal Customer,43,Business travel,Eco,601,2,3,2,1,3,2,3,3,5,4,2,1,1,3,0,0.0,neutral or dissatisfied
314,13241,31106,Male,Loyal Customer,52,Business travel,Eco,483,4,4,4,4,4,4,4,4,5,4,2,3,4,4,36,36.0,satisfied
315,16669,40643,Male,Loyal Customer,63,Personal Travel,Eco Plus,411,1,5,1,2,4,1,4,4,5,3,4,5,4,4,0,0.0,neutral or dissatisfied
316,3280,21696,Male,Loyal Customer,69,Personal Travel,Eco,746,2,3,2,4,1,2,1,1,4,5,4,1,3,1,40,39.0,neutral or dissatisfied
317,17660,72859,Male,Loyal Customer,29,Business travel,Business,700,2,4,4,4,2,2,2,2,2,4,3,1,3,2,3,8.0,neutral or dissatisfied
318,19509,113654,Male,Loyal Customer,63,Personal Travel,Eco,197,1,4,1,3,5,1,5,5,3,5,3,4,4,5,4,0.0,neutral or dissatisfied
319,12170,112174,Male,Loyal Customer,41,Personal Travel,Eco,895,1,4,1,5,3,1,3,3,4,3,5,4,4,3,50,49.0,neutral or dissatisfied
320,3357,14968,Male,Loyal Customer,38,Business travel,Eco,1020,4,2,2,2,4,4,4,4,5,2,4,5,5,4,0,4.0,satisfied
321,4956,38315,Female,Loyal Customer,29,Business travel,Eco,1666,5,3,3,3,5,5,5,5,3,2,4,5,3,5,0,18.0,satisfied
322,19589,75363,Female,Loyal Customer,16,Personal Travel,Eco Plus,2556,2,4,2,3,2,3,2,4,4,5,4,2,3,2,0,13.0,neutral or dissatisfied
323,7188,49170,Male,Loyal Customer,32,Business travel,Business,337,5,5,5,5,3,4,3,3,3,3,5,5,5,3,0,11.0,satisfied
324,23673,8127,Female,Loyal Customer,51,Business travel,Business,1812,0,4,0,3,4,5,5,2,2,2,2,3,2,3,0,5.0,satisfied
325,1681,3714,Female,Loyal Customer,8,Personal Travel,Eco,431,3,2,3,3,3,3,3,3,1,2,4,1,4,3,0,83.0,neutral or dissatisfied
326,10857,107406,Male,Loyal Customer,28,Business travel,Business,2164,4,4,4,4,5,5,5,5,3,5,4,3,5,5,6,3.0,satisfied
327,24766,19135,Female,Loyal Customer,45,Business travel,Eco Plus,265,5,4,4,4,3,4,3,5,5,5,5,2,5,4,0,27.0,satisfied
328,20464,80354,Male,disloyal Customer,25,Business travel,Business,422,2,4,2,3,4,2,4,4,4,2,4,4,5,4,0,1.0,neutral or dissatisfied
329,13559,109146,Female,Loyal Customer,40,Business travel,Business,2795,4,4,4,4,2,4,5,5,5,5,5,3,5,4,6,6.0,satisfied
330,16848,110196,Female,Loyal Customer,49,Business travel,Business,1072,2,2,4,2,2,4,5,4,4,4,4,4,4,4,11,4.0,satisfied
331,22725,90384,Female,Loyal Customer,42,Business travel,Business,271,0,0,0,2,3,5,5,3,3,3,3,3,3,3,0,0.0,satisfied
332,279,24628,Female,Loyal Customer,14,Personal Travel,Eco,666,3,3,3,2,3,1,1,4,2,1,5,1,4,1,243,251.0,neutral or dissatisfied
333,24616,14165,Male,Loyal Customer,29,Personal Travel,Business,692,2,4,1,1,5,1,2,5,4,3,4,5,4,5,0,11.0,neutral or dissatisfied
334,16748,35897,Male,Loyal Customer,45,Business travel,Eco Plus,1068,5,2,2,2,5,5,5,1,3,1,4,5,3,5,135,140.0,satisfied
335,1844,16105,Female,Loyal Customer,52,Personal Travel,Eco,303,4,5,4,5,2,5,4,2,2,4,2,3,2,5,0,0.0,satisfied
336,7216,25897,Female,Loyal Customer,57,Personal Travel,Eco,907,3,5,3,1,5,4,5,2,2,3,2,4,2,3,0,0.0,neutral or dissatisfied
337,3055,9778,Female,Loyal Customer,68,Personal Travel,Eco,383,3,4,3,2,4,5,5,2,2,3,2,5,2,5,0,0.0,neutral or dissatisfied
338,18728,43732,Male,Loyal Customer,34,Personal Travel,Eco Plus,489,1,2,4,3,4,4,4,4,2,3,4,4,3,4,0,8.0,neutral or dissatisfied
339,15211,41212,Female,disloyal Customer,27,Business travel,Eco,1091,2,2,2,2,2,2,2,2,4,4,4,2,1,2,0,0.0,neutral or dissatisfied
340,12219,50771,Male,Loyal Customer,18,Personal Travel,Eco,308,4,4,4,2,5,4,5,5,5,3,4,3,4,5,0,0.0,satisfied
341,4414,111171,Female,Loyal Customer,42,Business travel,Business,1506,2,3,3,3,2,4,4,2,2,2,2,3,2,2,0,0.0,neutral or dissatisfied
342,23403,18195,Female,Loyal Customer,34,Business travel,Eco,228,4,4,5,4,4,4,4,4,5,5,4,4,3,4,0,0.0,satisfied
343,4448,38097,Male,Loyal Customer,29,Business travel,Eco,1237,1,4,2,4,1,1,1,1,1,3,4,4,3,1,19,10.0,neutral or dissatisfied
344,15098,33297,Male,Loyal Customer,13,Personal Travel,Eco Plus,101,2,5,2,3,3,2,2,3,3,4,5,3,4,3,0,1.0,neutral or dissatisfied
345,7880,17981,Female,Loyal Customer,45,Business travel,Business,2212,2,4,3,4,5,4,4,2,2,2,2,2,2,1,0,0.0,neutral or dissatisfied
346,19203,104458,Female,disloyal Customer,25,Business travel,Business,1123,5,3,5,2,1,5,1,1,4,4,5,3,4,1,1,0.0,satisfied
347,23495,110663,Male,Loyal Customer,32,Business travel,Business,829,2,2,3,2,2,2,2,2,3,2,4,1,4,2,54,49.0,neutral or dissatisfied
348,17401,93534,Male,Loyal Customer,65,Personal Travel,Eco,1315,2,4,2,1,2,2,2,2,5,3,5,4,5,2,6,0.0,neutral or dissatisfied
349,23043,58965,Male,disloyal Customer,49,Business travel,Business,1726,2,2,2,3,2,2,2,4,4,2,3,2,4,2,133,147.0,neutral or dissatisfied
350,1720,60000,Male,Loyal Customer,61,Personal Travel,Eco,937,2,3,2,4,1,2,1,1,4,1,1,2,4,1,0,0.0,neutral or dissatisfied
351,23889,100286,Male,Loyal Customer,43,Business travel,Business,2624,4,4,4,4,4,5,5,2,2,3,2,3,2,5,0,0.0,satisfied
352,1628,47774,Male,Loyal Customer,64,Business travel,Eco,834,5,5,5,5,5,5,5,5,2,1,5,3,5,5,0,21.0,satisfied
353,7143,48401,Female,Loyal Customer,23,Business travel,Eco Plus,522,3,4,4,4,3,3,2,3,2,4,4,4,4,3,0,0.0,neutral or dissatisfied
354,10459,28251,Female,Loyal Customer,54,Business travel,Eco,1542,4,3,3,3,2,1,2,4,4,4,4,1,4,1,14,45.0,satisfied
355,11751,91377,Male,Loyal Customer,80,Business travel,Eco Plus,406,3,5,5,5,3,3,3,3,2,3,4,3,3,3,0,0.0,neutral or dissatisfied
356,2614,99430,Male,Loyal Customer,37,Personal Travel,Eco,337,3,1,2,2,5,2,5,5,4,5,2,1,2,5,115,107.0,neutral or dissatisfied
357,18249,51874,Male,disloyal Customer,29,Business travel,Eco,771,1,1,1,1,5,1,3,5,2,5,2,1,1,5,83,76.0,neutral or dissatisfied
358,12607,97450,Female,Loyal Customer,65,Personal Travel,Business,484,1,5,1,4,5,5,5,2,2,1,2,3,2,3,0,0.0,neutral or dissatisfied
359,20294,1984,Male,Loyal Customer,30,Personal Travel,Eco,293,5,4,5,2,1,5,1,1,4,5,4,5,4,1,13,2.0,satisfied
360,3875,97688,Female,disloyal Customer,66,Business travel,Business,491,2,2,2,4,2,2,5,2,5,3,4,4,4,2,0,0.0,neutral or dissatisfied
361,24407,119673,Male,Loyal Customer,55,Business travel,Eco Plus,507,2,2,4,2,2,2,2,2,3,2,3,3,4,2,0,0.0,neutral or dissatisfied
362,1684,40014,Female,Loyal Customer,50,Business travel,Business,575,5,5,5,5,4,2,1,2,2,2,2,5,2,4,0,0.0,satisfied
363,20430,68072,Female,disloyal Customer,16,Business travel,Eco,813,1,1,1,3,2,1,2,2,1,1,4,2,4,2,0,0.0,neutral or dissatisfied
