,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
182,16097,40597,Female,Loyal Customer,41,Business travel,Eco,391,1,2,2,2,1,1,1,1,1,4,3,4,4,1,20,23.0,neutral or dissatisfied
183,24427,29682,Female,disloyal Customer,22,Business travel,Eco,1448,3,3,3,4,1,3,1,1,2,3,4,1,4,1,0,0.0,neutral or dissatisfied
184,13267,105610,Female,Loyal Customer,54,Personal Travel,Business,842,2,4,3,1,4,5,5,5,5,3,4,5,5,4,13,0.0,neutral or dissatisfied
185,3504,104312,Male,Loyal Customer,8,Personal Travel,Business,452,1,5,1,2,4,1,4,4,4,3,4,3,5,4,0,0.0,neutral or dissatisfied
186,21689,40057,Female,disloyal Customer,27,Business travel,Eco Plus,866,3,4,4,2,1,4,1,1,5,3,2,5,4,1,0,0.0,neutral or dissatisfied
187,596,45129,Female,disloyal Customer,39,Business travel,Business,174,3,3,3,4,5,3,5,5,1,3,3,2,3,5,0,7.0,neutral or dissatisfied
188,177,25137,Male,Loyal Customer,44,Personal Travel,Eco,1249,3,4,3,3,5,3,5,5,5,2,3,4,4,5,25,6.0,neutral or dissatisfied
189,12148,60228,Male,disloyal Customer,35,Business travel,Eco,991,3,3,3,4,1,3,1,1,2,4,3,4,4,1,0,8.0,neutral or dissatisfied
190,14724,95180,Female,Loyal Customer,41,Personal Travel,Eco,277,1,3,1,4,1,1,1,1,1,2,4,3,4,1,6,0.0,neutral or dissatisfied
191,2465,49009,Male,Loyal Customer,52,Business travel,Eco,109,4,2,2,2,4,4,4,4,5,1,1,2,1,4,0,2.0,satisfied
192,4167,28462,Male,Loyal Customer,61,Personal Travel,Eco,2588,2,4,3,5,3,3,5,3,4,2,4,3,4,3,0,0.0,neutral or dissatisfied
193,7545,88371,Male,Loyal Customer,54,Business travel,Business,3410,3,3,3,3,3,4,4,3,3,3,3,4,3,2,20,18.0,neutral or dissatisfied
194,9713,50744,Male,Loyal Customer,35,Personal Travel,Eco,109,1,1,1,3,2,1,2,2,2,4,3,3,2,2,0,0.0,neutral or dissatisfied
195,19217,56687,Male,Loyal Customer,48,Personal Travel,Eco,1023,3,5,3,1,1,3,1,1,3,5,3,5,4,1,0,0.0,neutral or dissatisfied
196,11345,84480,Female,Loyal Customer,41,Business travel,Business,2677,1,1,1,1,5,3,5,5,5,5,5,4,5,4,0,0.0,satisfied
197,14442,38218,Female,Loyal Customer,57,Personal Travel,Eco Plus,1121,4,1,4,3,4,2,2,1,1,4,1,4,1,4,0,0.0,neutral or dissatisfied
198,14441,116067,Male,Loyal Customer,61,Personal Travel,Eco,325,2,5,2,2,1,2,1,1,4,3,2,5,5,1,5,1.0,neutral or dissatisfied
199,24027,7558,Female,Loyal Customer,59,Personal Travel,Eco,606,4,5,4,2,4,5,4,3,3,4,3,4,3,3,1,0.0,neutral or dissatisfied
200,18382,6163,Male,Loyal Customer,49,Business travel,Eco,409,1,1,4,1,1,1,1,1,1,3,3,1,2,1,0,0.0,neutral or dissatisfied
201,13938,6880,Male,Loyal Customer,45,Business travel,Business,1906,5,3,5,5,2,4,4,5,5,5,5,5,5,5,101,92.0,satisfied
202,16730,60038,Male,Loyal Customer,40,Business travel,Business,3891,3,3,3,3,4,4,5,4,4,4,4,5,4,4,19,14.0,satisfied
203,5750,67023,Female,Loyal Customer,56,Business travel,Business,2148,4,4,5,4,2,5,5,3,3,4,3,5,3,5,0,0.0,satisfied
204,20247,61993,Female,Loyal Customer,49,Business travel,Business,2475,1,1,2,1,5,5,5,4,4,4,4,3,4,4,0,7.0,satisfied
205,1283,2165,Female,Loyal Customer,48,Business travel,Business,624,3,3,3,3,4,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
206,21736,25750,Male,Loyal Customer,74,Business travel,Eco,356,4,3,5,3,5,4,5,5,5,5,4,4,1,5,14,0.0,satisfied
207,10136,14966,Male,Loyal Customer,43,Business travel,Business,3709,1,1,2,1,4,1,5,3,3,3,3,3,3,3,19,4.0,satisfied
208,3139,58439,Female,Loyal Customer,47,Personal Travel,Eco,723,2,1,2,3,3,4,4,3,3,2,2,1,3,4,18,0.0,neutral or dissatisfied
209,2037,109435,Female,Loyal Customer,52,Business travel,Business,1538,4,4,4,4,4,5,5,2,2,2,2,3,2,3,69,48.0,satisfied
210,23524,112960,Male,Loyal Customer,34,Personal Travel,Eco,1390,1,5,1,3,5,1,5,5,1,5,5,5,5,5,14,0.0,neutral or dissatisfied
211,8024,6366,Male,Loyal Customer,53,Business travel,Business,315,3,4,4,4,5,2,2,3,3,2,3,3,3,3,7,15.0,neutral or dissatisfied
212,21960,64124,Male,Loyal Customer,31,Personal Travel,Eco,2311,5,1,5,2,5,1,5,5,4,4,1,1,1,5,2,0.0,satisfied
213,22180,19767,Female,Loyal Customer,48,Personal Travel,Eco Plus,779,4,5,4,2,4,2,1,4,3,5,5,1,4,1,219,223.0,neutral or dissatisfied
214,1356,128925,Female,disloyal Customer,32,Business travel,Eco,414,2,1,2,3,3,2,3,3,1,2,4,4,4,3,34,23.0,neutral or dissatisfied
215,14357,57410,Female,disloyal Customer,36,Business travel,Eco,524,3,2,3,4,3,3,3,3,3,3,4,1,4,3,8,20.0,neutral or dissatisfied
216,69,31640,Female,Loyal Customer,41,Business travel,Business,967,2,2,2,2,2,3,5,4,4,4,4,5,4,5,44,40.0,satisfied
217,7631,51419,Male,Loyal Customer,59,Personal Travel,Eco Plus,262,1,3,1,4,2,1,2,2,1,3,3,3,3,2,87,104.0,neutral or dissatisfied
218,10030,47513,Male,Loyal Customer,22,Personal Travel,Eco,558,4,3,4,4,4,4,4,4,2,4,4,1,4,4,0,9.0,neutral or dissatisfied
219,1857,51042,Male,Loyal Customer,44,Personal Travel,Eco,158,4,2,4,4,1,4,1,1,2,3,3,3,4,1,0,0.0,neutral or dissatisfied
220,637,93098,Male,Loyal Customer,72,Business travel,Business,2162,3,4,5,5,3,3,4,3,3,3,3,3,3,3,22,14.0,neutral or dissatisfied
221,2882,33745,Female,Loyal Customer,36,Business travel,Eco,777,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,14.0,neutral or dissatisfied
222,15579,44963,Female,Loyal Customer,54,Personal Travel,Eco Plus,397,3,4,3,2,3,5,5,2,2,3,2,4,2,3,110,116.0,neutral or dissatisfied
223,10409,47301,Male,Loyal Customer,34,Business travel,Business,1512,4,4,4,4,4,3,3,5,5,5,5,2,5,2,0,0.0,satisfied
224,25895,29842,Female,Loyal Customer,51,Business travel,Eco,261,2,1,5,1,3,3,4,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
225,10618,108522,Male,Loyal Customer,37,Personal Travel,Eco Plus,519,2,4,2,3,3,2,3,3,3,5,4,3,4,3,0,0.0,neutral or dissatisfied
226,2549,118104,Male,Loyal Customer,52,Business travel,Eco,499,1,3,2,2,2,1,2,2,4,2,4,4,4,2,0,0.0,neutral or dissatisfied
227,9979,69141,Female,Loyal Customer,58,Business travel,Business,2248,3,3,3,3,4,4,4,2,2,2,2,5,2,4,0,0.0,satisfied
228,8296,112700,Female,Loyal Customer,27,Business travel,Business,723,4,4,4,4,4,4,4,4,3,3,4,2,4,4,0,0.0,neutral or dissatisfied
229,23193,88614,Female,Loyal Customer,44,Personal Travel,Eco,646,2,4,2,4,3,2,2,2,2,2,2,4,2,5,11,24.0,neutral or dissatisfied
230,14437,51901,Male,disloyal Customer,43,Business travel,Eco,601,2,3,2,1,3,2,3,3,5,4,2,1,1,3,0,0.0,neutral or dissatisfied
231,21909,99234,Female,disloyal Customer,27,Business travel,Eco,541,2,2,2,4,3,2,3,3,1,2,4,2,4,3,4,6.0,neutral or dissatisfied
232,22108,123353,Female,Loyal Customer,41,Business travel,Business,3902,2,2,2,2,5,4,4,5,5,5,5,5,5,4,0,0.0,satisfied
233,24055,36283,Female,Loyal Customer,23,Personal Travel,Eco Plus,612,3,4,3,3,3,3,2,3,1,5,2,5,1,3,0,0.0,neutral or dissatisfied
234,15131,64848,Male,Loyal Customer,27,Business travel,Eco,282,2,1,1,1,2,2,2,2,4,2,2,4,3,2,112,108.0,neutral or dissatisfied
235,18171,38081,Male,Loyal Customer,46,Business travel,Eco,1121,3,1,1,1,3,3,3,3,2,5,5,1,2,3,0,0.0,satisfied
236,18732,63259,Male,Loyal Customer,43,Business travel,Business,337,3,3,3,3,4,4,5,5,5,5,5,5,5,3,94,91.0,satisfied
237,15164,12584,Female,Loyal Customer,49,Business travel,Eco,542,5,5,5,5,1,2,2,5,5,5,5,5,5,3,0,0.0,satisfied
238,8196,16890,Male,Loyal Customer,34,Business travel,Business,3444,2,5,1,5,3,4,4,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
239,20069,13836,Male,Loyal Customer,21,Business travel,Business,1657,4,4,3,4,3,5,3,3,1,2,3,2,3,3,0,0.0,satisfied
240,5646,60590,Male,Loyal Customer,49,Personal Travel,Eco,1290,3,4,3,2,4,3,4,4,3,5,4,4,5,4,0,0.0,neutral or dissatisfied
241,3863,128855,Male,Loyal Customer,14,Personal Travel,Eco,2475,4,4,3,5,3,5,5,3,3,5,5,5,3,5,15,24.0,neutral or dissatisfied
242,2208,115911,Female,disloyal Customer,55,Business travel,Eco,308,4,4,4,4,1,4,1,1,2,5,3,4,3,1,97,94.0,neutral or dissatisfied
243,21499,38394,Male,Loyal Customer,34,Business travel,Eco Plus,1626,4,5,5,5,4,4,4,4,5,1,3,5,5,4,0,0.0,satisfied
244,12096,29234,Male,Loyal Customer,41,Business travel,Eco,873,4,5,3,5,4,4,4,4,4,2,4,4,4,4,0,0.0,satisfied
245,3372,126306,Female,Loyal Customer,21,Personal Travel,Eco,328,4,4,4,3,3,4,3,3,4,5,4,1,4,3,5,3.0,neutral or dissatisfied
246,21457,41562,Female,disloyal Customer,22,Business travel,Eco,1064,5,5,5,2,4,5,4,4,4,1,2,2,4,4,0,0.0,satisfied
247,20951,37114,Male,Loyal Customer,43,Business travel,Business,2456,1,1,1,1,1,2,5,4,4,5,4,4,4,5,37,44.0,satisfied
248,24341,3672,Male,Loyal Customer,45,Business travel,Eco,544,3,3,3,3,3,3,3,3,2,1,3,1,3,3,7,0.0,neutral or dissatisfied
249,4488,95290,Female,Loyal Customer,18,Personal Travel,Eco,192,3,4,3,1,3,3,3,3,5,3,5,3,4,3,87,86.0,neutral or dissatisfied
250,9069,86720,Male,Loyal Customer,79,Business travel,Eco,247,4,1,1,1,5,4,5,5,4,3,4,3,5,5,0,0.0,satisfied
251,14418,10202,Male,Loyal Customer,54,Business travel,Business,316,3,1,3,3,4,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
252,20348,114968,Male,Loyal Customer,40,Business travel,Business,373,5,5,5,5,3,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
253,14480,129234,Male,Loyal Customer,41,Business travel,Business,1504,2,2,2,2,4,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
254,8473,95487,Female,Loyal Customer,49,Business travel,Business,562,3,3,3,3,5,5,5,3,3,3,3,3,3,3,0,0.0,satisfied
255,15991,122387,Male,Loyal Customer,66,Personal Travel,Eco,529,3,4,3,5,1,3,1,1,3,5,5,3,5,1,17,4.0,neutral or dissatisfied
256,14316,19468,Female,Loyal Customer,50,Business travel,Business,1806,1,1,1,1,3,4,2,5,5,5,5,5,5,5,16,19.0,satisfied
257,11431,82897,Male,Loyal Customer,64,Personal Travel,Eco,594,3,4,3,2,4,3,4,4,5,2,5,3,5,4,0,0.0,neutral or dissatisfied
258,585,62231,Female,Loyal Customer,52,Personal Travel,Eco,2454,1,1,1,4,4,3,4,4,4,1,4,2,4,4,0,0.0,neutral or dissatisfied
259,17897,2150,Male,disloyal Customer,49,Business travel,Business,685,3,3,3,3,4,3,4,4,5,3,5,3,4,4,0,0.0,neutral or dissatisfied
260,22773,47043,Male,Loyal Customer,38,Business travel,Eco,602,2,1,1,1,2,2,2,2,1,1,2,2,3,2,23,45.0,neutral or dissatisfied
261,22284,23574,Female,Loyal Customer,29,Personal Travel,Eco,1015,1,3,1,4,5,1,5,5,4,1,2,3,4,5,32,57.0,neutral or dissatisfied
262,1644,18742,Female,Loyal Customer,42,Business travel,Business,2113,2,2,2,2,1,5,2,5,5,5,5,4,5,5,11,0.0,satisfied
263,8611,31726,Female,Loyal Customer,48,Personal Travel,Eco,846,3,5,3,1,4,4,5,1,1,3,1,3,1,3,0,0.0,neutral or dissatisfied
264,3579,53606,Male,Loyal Customer,25,Business travel,Business,1874,5,5,5,5,5,5,5,5,4,3,5,2,2,5,14,43.0,satisfied
265,15029,71058,Female,Loyal Customer,44,Personal Travel,Eco,802,4,3,4,3,5,2,3,2,2,4,2,1,2,4,103,108.0,satisfied
266,4052,79303,Female,Loyal Customer,24,Business travel,Business,2248,2,2,2,2,2,2,2,2,5,2,3,5,4,2,0,0.0,satisfied
267,10144,126516,Female,Loyal Customer,45,Business travel,Eco,313,3,3,3,3,4,4,3,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
268,12921,101222,Male,Loyal Customer,47,Business travel,Business,1069,5,5,5,5,3,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
269,3436,73527,Male,disloyal Customer,51,Business travel,Eco,594,4,1,4,4,5,4,5,5,1,3,3,3,3,5,0,26.0,neutral or dissatisfied
270,4592,7032,Female,Loyal Customer,8,Personal Travel,Eco,299,1,4,1,1,3,1,4,3,4,4,4,5,4,3,4,6.0,neutral or dissatisfied
271,22716,83895,Male,Loyal Customer,31,Business travel,Business,1450,1,1,1,1,5,5,5,5,4,2,4,5,4,5,3,5.0,satisfied
272,21590,2138,Female,Loyal Customer,13,Personal Travel,Eco,431,2,4,3,2,1,3,1,1,5,2,5,5,5,1,2,2.0,neutral or dissatisfied
273,23590,66920,Female,Loyal Customer,35,Business travel,Business,964,3,3,3,3,2,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
274,19372,51498,Female,Loyal Customer,21,Personal Travel,Business,370,2,3,5,4,5,5,5,5,3,2,5,2,4,5,0,0.0,neutral or dissatisfied
275,2975,74015,Male,Loyal Customer,23,Business travel,Business,1471,2,2,2,2,2,2,2,2,4,3,3,2,3,2,0,0.0,neutral or dissatisfied
276,16482,51686,Female,Loyal Customer,30,Business travel,Business,1736,3,4,4,4,3,3,3,3,1,4,3,1,4,3,0,0.0,neutral or dissatisfied
277,4206,88484,Male,disloyal Customer,21,Business travel,Eco,115,3,0,3,2,3,3,2,3,2,1,2,1,5,3,0,0.0,neutral or dissatisfied
278,1461,1415,Male,Loyal Customer,28,Personal Travel,Eco Plus,164,1,1,1,3,1,1,1,1,1,2,3,4,3,1,0,0.0,neutral or dissatisfied
279,15916,80339,Male,Loyal Customer,51,Personal Travel,Business,952,2,2,2,4,3,3,4,4,4,2,4,2,4,4,0,0.0,neutral or dissatisfied
280,16031,61018,Female,disloyal Customer,17,Business travel,Eco,3365,3,3,3,4,3,4,4,2,4,4,4,4,3,4,0,0.0,neutral or dissatisfied
281,21799,35949,Male,Loyal Customer,38,Business travel,Business,2185,2,2,2,2,3,3,3,4,4,4,4,4,4,3,0,21.0,satisfied
282,11774,69245,Male,Loyal Customer,40,Business travel,Business,733,3,3,3,3,3,5,4,5,5,5,5,5,5,5,0,25.0,satisfied
283,6646,88766,Female,Loyal Customer,60,Business travel,Business,515,2,2,2,2,5,5,5,5,5,5,5,3,5,3,0,0.0,satisfied
284,18587,92133,Female,Loyal Customer,13,Personal Travel,Eco,1535,2,5,3,1,2,3,2,2,4,4,4,3,4,2,0,0.0,neutral or dissatisfied
285,1955,67178,Female,Loyal Customer,13,Personal Travel,Eco,1017,4,4,4,3,4,4,4,4,1,5,3,3,3,4,0,0.0,neutral or dissatisfied
286,22580,128355,Male,disloyal Customer,25,Business travel,Business,338,3,0,3,5,2,3,2,2,3,3,4,3,4,2,0,0.0,neutral or dissatisfied
287,21699,119363,Female,Loyal Customer,37,Business travel,Business,1869,3,5,5,5,2,4,4,3,3,2,3,3,3,4,0,0.0,neutral or dissatisfied
288,4215,11954,Female,Loyal Customer,69,Personal Travel,Eco,781,2,5,2,4,3,4,5,4,4,2,4,4,4,4,0,0.0,neutral or dissatisfied
289,10595,110685,Female,Loyal Customer,67,Personal Travel,Eco,945,4,2,4,3,1,2,2,4,4,4,4,4,4,4,0,2.0,satisfied
290,22638,13471,Male,Loyal Customer,31,Business travel,Eco Plus,409,0,0,0,1,5,0,5,5,5,4,1,1,5,5,7,10.0,satisfied
291,15424,5627,Male,Loyal Customer,43,Personal Travel,Eco,624,3,1,4,3,5,4,2,5,1,1,3,2,3,5,0,0.0,neutral or dissatisfied
292,4907,124637,Female,disloyal Customer,25,Business travel,Eco Plus,1671,4,2,4,3,4,4,3,4,4,3,2,4,4,4,0,9.0,neutral or dissatisfied
293,8677,66026,Female,Loyal Customer,16,Business travel,Business,1345,4,4,4,4,5,5,5,5,4,3,4,4,4,5,11,0.0,satisfied
294,24472,74992,Female,Loyal Customer,69,Personal Travel,Eco Plus,2475,3,2,3,4,2,4,4,3,3,3,3,3,3,3,0,0.0,neutral or dissatisfied
295,501,10735,Male,Loyal Customer,74,Business travel,Eco,134,2,5,5,5,2,2,2,2,4,2,3,2,2,2,43,41.0,neutral or dissatisfied
296,25242,24855,Male,Loyal Customer,49,Business travel,Eco Plus,991,5,4,4,4,5,5,5,5,1,4,4,4,4,5,0,0.0,satisfied
297,779,117757,Male,Loyal Customer,21,Business travel,Business,1670,3,2,2,2,3,3,3,3,1,1,3,2,4,3,125,128.0,neutral or dissatisfied
298,22704,60949,Female,Loyal Customer,50,Business travel,Business,1899,1,1,1,1,2,4,5,4,4,4,4,3,4,3,2,0.0,satisfied
299,23615,55573,Male,Loyal Customer,47,Business travel,Business,1091,4,4,4,4,5,4,5,4,4,4,4,3,4,3,0,0.0,satisfied
300,17417,126504,Female,Loyal Customer,7,Personal Travel,Eco,1972,1,3,1,4,2,1,2,2,4,2,5,3,4,2,9,10.0,neutral or dissatisfied
301,24283,106733,Male,Loyal Customer,53,Business travel,Business,2869,4,4,4,4,5,5,5,3,3,3,3,3,3,4,14,0.0,satisfied
302,19416,57111,Female,Loyal Customer,45,Business travel,Eco,1222,2,2,4,4,1,4,3,3,3,2,3,1,3,2,9,0.0,neutral or dissatisfied
303,11857,87123,Male,Loyal Customer,22,Personal Travel,Eco,594,2,5,2,2,5,2,5,5,2,1,3,2,5,5,0,0.0,neutral or dissatisfied
304,25784,14256,Female,Loyal Customer,47,Business travel,Business,395,3,5,5,5,4,4,3,3,3,3,3,3,3,1,0,0.0,neutral or dissatisfied
305,20543,42631,Male,Loyal Customer,33,Business travel,Business,481,2,2,2,2,5,5,5,5,3,1,5,4,4,5,0,0.0,satisfied
306,315,51744,Female,Loyal Customer,64,Personal Travel,Eco,651,4,5,4,4,2,4,4,2,2,4,2,3,2,5,0,0.0,neutral or dissatisfied
307,10901,89544,Female,Loyal Customer,58,Business travel,Business,1515,2,2,2,2,2,4,5,4,4,4,4,3,4,4,32,14.0,satisfied
308,1355,90907,Female,Loyal Customer,29,Business travel,Business,3897,3,4,4,4,3,3,3,3,3,2,3,2,4,3,0,12.0,neutral or dissatisfied
309,13322,40946,Male,Loyal Customer,28,Personal Travel,Eco Plus,574,4,5,4,4,4,4,4,4,3,2,5,4,5,4,70,50.0,neutral or dissatisfied
310,20674,59111,Male,Loyal Customer,44,Personal Travel,Eco,1726,1,4,1,1,1,1,1,1,5,3,4,5,3,1,26,21.0,neutral or dissatisfied
311,5968,101751,Female,Loyal Customer,48,Business travel,Business,1590,2,2,2,2,3,3,4,3,3,3,3,4,3,4,0,0.0,satisfied
312,5603,125455,Female,Loyal Customer,41,Business travel,Business,2917,3,3,4,3,2,4,5,5,5,5,5,4,5,4,5,0.0,satisfied
313,21739,46611,Male,disloyal Customer,21,Business travel,Eco,212,4,1,4,4,3,4,3,3,3,4,3,4,3,3,80,71.0,neutral or dissatisfied
314,13276,38133,Female,disloyal Customer,37,Business travel,Eco,797,4,4,4,1,1,4,1,1,1,2,3,2,4,1,0,0.0,neutral or dissatisfied
315,19052,114128,Male,Loyal Customer,53,Business travel,Business,853,4,4,4,4,4,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
316,18278,5677,Female,Loyal Customer,35,Business travel,Business,3805,3,3,3,3,4,5,5,3,3,4,4,4,3,3,0,0.0,satisfied
317,9732,29667,Male,Loyal Customer,29,Personal Travel,Eco,1448,2,3,2,1,1,2,1,1,1,3,1,1,4,1,0,0.0,neutral or dissatisfied
318,8706,66518,Male,Loyal Customer,57,Personal Travel,Eco,447,2,4,2,3,4,2,4,4,5,4,4,4,4,4,0,0.0,neutral or dissatisfied
319,21113,87291,Female,Loyal Customer,22,Personal Travel,Eco,577,5,5,5,3,1,5,1,1,4,2,5,3,4,1,0,0.0,satisfied
320,25579,14061,Male,Loyal Customer,60,Business travel,Business,319,3,3,3,3,4,1,1,5,5,5,5,5,5,1,0,0.0,satisfied
321,21392,8879,Male,Loyal Customer,46,Business travel,Eco,139,3,5,5,5,4,3,4,4,1,5,4,2,3,4,41,44.0,neutral or dissatisfied
322,7120,56509,Male,Loyal Customer,44,Business travel,Business,2880,3,3,3,3,2,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
323,18108,34760,Male,Loyal Customer,60,Business travel,Eco,301,3,4,4,4,3,3,3,3,1,3,3,4,4,3,10,17.0,neutral or dissatisfied
324,2678,42761,Male,disloyal Customer,29,Business travel,Eco,493,1,3,1,4,4,1,4,4,3,5,4,5,3,4,0,0.0,neutral or dissatisfied
325,9611,118441,Male,Loyal Customer,36,Business travel,Business,370,3,3,3,3,5,5,5,4,4,5,4,5,4,4,0,0.0,satisfied
326,15788,117185,Female,Loyal Customer,33,Personal Travel,Eco,304,1,5,1,1,3,1,3,3,4,2,5,4,5,3,0,1.0,neutral or dissatisfied
327,22551,2783,Female,Loyal Customer,52,Business travel,Business,1718,1,1,1,1,3,5,5,5,5,5,5,4,5,3,40,34.0,satisfied
328,7781,68667,Male,disloyal Customer,24,Business travel,Eco,175,2,3,2,2,4,2,4,4,3,4,2,3,3,4,0,0.0,neutral or dissatisfied
329,344,15218,Female,Loyal Customer,39,Business travel,Business,3601,2,2,2,2,4,5,2,4,4,4,4,1,4,3,0,0.0,satisfied
330,6602,38194,Male,Loyal Customer,67,Personal Travel,Eco,1249,1,4,1,3,3,1,3,3,5,3,4,4,5,3,10,3.0,neutral or dissatisfied
331,8660,47481,Male,Loyal Customer,37,Personal Travel,Eco,590,2,5,2,3,2,2,2,2,5,4,4,5,5,2,0,0.0,neutral or dissatisfied
332,798,9685,Male,disloyal Customer,22,Business travel,Eco,212,1,4,1,4,5,1,5,5,4,1,4,4,4,5,9,11.0,neutral or dissatisfied
333,23397,67898,Male,Loyal Customer,16,Personal Travel,Eco,1235,2,4,1,1,3,1,3,3,4,5,3,1,3,3,0,0.0,neutral or dissatisfied
334,1785,2220,Male,Loyal Customer,39,Business travel,Business,3098,1,1,1,1,2,5,4,4,4,5,4,4,4,5,0,0.0,satisfied
335,3284,48214,Female,Loyal Customer,60,Personal Travel,Eco,391,5,3,5,3,5,3,3,1,1,5,1,2,1,1,0,5.0,satisfied
336,8453,21834,Female,Loyal Customer,33,Personal Travel,Eco,640,2,5,2,4,2,2,1,2,3,4,4,5,5,2,100,87.0,neutral or dissatisfied
337,14108,47445,Male,disloyal Customer,38,Business travel,Eco,199,2,2,2,4,1,2,1,1,4,2,3,2,4,1,116,98.0,neutral or dissatisfied
338,25137,54420,Male,Loyal Customer,11,Personal Travel,Eco,305,2,5,2,2,2,2,2,2,3,4,5,3,5,2,9,1.0,neutral or dissatisfied
339,24672,103365,Male,Loyal Customer,45,Business travel,Eco,342,1,2,2,2,1,1,1,1,1,5,3,1,4,1,2,0.0,neutral or dissatisfied
340,15531,33476,Male,Loyal Customer,44,Business travel,Business,2422,5,5,3,5,1,5,3,4,4,5,4,4,4,1,6,0.0,satisfied
341,13776,66114,Male,Loyal Customer,41,Business travel,Business,2228,3,3,3,3,5,5,5,4,4,4,4,5,4,4,13,21.0,satisfied
342,25343,61823,Male,Loyal Customer,20,Personal Travel,Eco,1334,3,5,3,3,4,3,4,4,4,2,5,3,4,4,0,0.0,neutral or dissatisfied
343,15804,31717,Male,Loyal Customer,54,Personal Travel,Eco,862,3,5,3,2,2,3,2,2,3,3,4,3,4,2,0,0.0,neutral or dissatisfied
344,23236,8557,Male,Loyal Customer,48,Business travel,Business,308,5,5,5,5,4,4,4,5,5,5,5,4,5,5,48,37.0,satisfied
345,24749,60044,Female,disloyal Customer,26,Business travel,Business,937,4,4,4,2,3,4,3,3,3,2,4,4,4,3,0,0.0,satisfied
346,1828,10037,Male,Loyal Customer,61,Personal Travel,Eco,630,4,5,4,4,3,4,3,3,4,2,4,5,4,3,40,45.0,neutral or dissatisfied
347,1058,98299,Female,Loyal Customer,11,Personal Travel,Eco,1072,3,2,4,3,1,4,1,1,2,3,3,2,4,1,0,0.0,neutral or dissatisfied
348,8280,51266,Female,Loyal Customer,46,Business travel,Eco Plus,372,3,2,2,2,4,4,3,3,3,3,3,2,3,4,0,0.0,neutral or dissatisfied
349,6212,24676,Female,disloyal Customer,26,Business travel,Eco,761,3,3,3,3,5,3,1,5,3,1,3,1,3,5,50,69.0,neutral or dissatisfied
350,24456,89258,Female,Loyal Customer,55,Business travel,Business,453,3,3,3,3,5,5,5,5,5,5,5,3,5,3,17,8.0,satisfied
351,2187,64280,Female,Loyal Customer,44,Business travel,Business,3856,3,3,2,3,3,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
352,19407,24636,Male,Loyal Customer,52,Personal Travel,Eco,666,2,1,2,3,5,2,5,5,1,2,4,2,3,5,2,0.0,neutral or dissatisfied
353,23847,12273,Female,disloyal Customer,49,Business travel,Eco,190,3,0,3,2,4,3,2,4,3,2,2,4,2,4,84,89.0,neutral or dissatisfied
354,5298,19243,Male,Loyal Customer,48,Personal Travel,Eco,782,4,5,4,3,5,4,5,5,4,5,5,4,4,5,0,0.0,satisfied
355,11419,91928,Female,Loyal Customer,60,Business travel,Business,2586,4,4,4,4,5,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
356,17928,101047,Female,Loyal Customer,46,Business travel,Business,368,3,3,3,3,2,5,5,5,5,5,5,5,5,5,18,5.0,satisfied
357,13707,1241,Male,Loyal Customer,16,Personal Travel,Eco,102,5,4,5,4,5,5,5,5,5,4,5,5,4,5,4,0.0,satisfied
358,17980,65630,Male,Loyal Customer,55,Personal Travel,Eco,237,2,5,2,1,5,2,5,5,5,4,4,3,5,5,1,0.0,neutral or dissatisfied
359,9476,113617,Male,Loyal Customer,48,Personal Travel,Eco,258,3,3,3,2,3,3,3,3,1,3,3,4,2,3,0,0.0,neutral or dissatisfied
360,25205,27195,Male,Loyal Customer,48,Business travel,Business,2182,2,2,2,2,1,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
361,3838,111080,Female,Loyal Customer,57,Personal Travel,Eco,197,3,4,3,3,5,5,5,5,5,3,5,4,5,4,26,15.0,neutral or dissatisfied
362,14040,63104,Female,disloyal Customer,15,Business travel,Eco,909,2,2,2,3,4,2,2,4,1,3,3,3,3,4,0,0.0,neutral or dissatisfied
363,6414,43875,Female,Loyal Customer,31,Business travel,Business,199,3,3,3,3,5,5,5,5,1,2,5,1,4,5,0,0.0,satisfied
364,4521,110774,Male,Loyal Customer,56,Business travel,Business,1166,4,4,4,4,2,4,4,4,4,4,4,3,4,5,5,1.0,satisfied
